gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
FOXC1	-0.8520463417195577	6.23198734934239	-4.418158265470647	0.008896146657662111	0.9997997501473126	-4.220914377652058
HIVEP3	-0.746750206917816	7.567007123837423	-4.415707237887168	0.0089147720441296	0.9997997501473126	-4.177254352188116
EDAR	-1.1305889768642914	3.869909938025619	-4.3918849096550385	0.009098221814860495	0.9997997501473126	-4.4021903189239655
IGHG3	3.397968522740265	0.8366250067598258	4.3595344769805084	0.009354542100373875	0.9997997501473126	-4.526258209472219
NPPC	2.1473596835707913	0.6014141724304392	4.357560699837786	0.009370455223669551	0.9997997501473126	-4.536147251469334
DUSP2	0.8870908764670726	5.221958676659269	4.350331748979084	0.009429010782573442	0.9997997501473126	-4.291901242612677
SRPX2	-1.3950521427343263	3.2522914135101075	-4.324057979543308	0.009645505277690605	0.9997997501473126	-4.46778904099852
CRACR2A	0.9494749983163442	5.414270750584762	4.294460557862041	0.009896458227169827	0.9997997501473126	-4.278006758035494
PLIN1	0.9154020845495338	5.239329900515823	4.283598439515612	0.00999048552855007	0.9997997501473126	-4.292651412212757
CCL19	-1.2892934921569923	4.733824183271613	-4.268514656876297	0.010122812513478163	0.9997997501473126	-4.365272571532815
PNLIPRP3	-1.956319820783904	4.830169587453378	-4.262496411559109	0.010176186042793295	0.9997997501473126	-4.373950811583267
CRNN	2.305726334671009	1.3798640934915565	4.261573783793791	0.01018439780760414	0.9997997501473126	-4.527572809766647
FGF22	0.8998970993477907	5.022580183229142	4.243009165294928	0.010351304097066987	0.9997997501473126	-4.3139786325488885
KIF7	0.943318883156601	4.995092468877505	4.233654522223193	0.010436629513373187	0.9997997501473126	-4.319223834030452
KRT79	-3.457811422463983	3.6906062366471657	-4.228086931768235	0.010487806367439718	0.9997997501473126	-4.3729304752477844
TCHH	8.278834197090394	4.968766110943792	4.204925041919884	0.01070391067804406	0.9997997501473126	-4.371881363807144
PTPRQ	-2.554153131242313	-0.6782595804252974	-4.185511374959198	0.01088909696052158	0.9997997501473126	-4.554738084802963
CDA	-1.72677225808331	1.9306951210304824	-4.1752751502457794	0.010988259646704948	0.9997997501473126	-4.516660702655793
WNK4	2.854802622006386	0.9784546071505869	4.173264012853172	0.011007867276742326	0.9997997501473126	-4.522625589772376
GUCY1A1	1.169100391952848	3.6867318788922168	4.160801529257201	0.011130294056825666	0.9997997501473126	-4.438842424078042
CYP4F8	-5.836230114832574	3.1339300761501336	-4.159331378513704	0.011144841802914467	0.9997997501473126	-4.422695650533227
REN	2.8274990424669615	-0.9405398307310816	4.154672018787786	0.011191096317052427	0.9997997501473126	-4.557922144587704
CACNA1B	2.3743017485966678	1.3053661425651901	4.148646303814621	0.011251250742883844	0.9997997501473126	-4.530267049107938
NOTUM	-1.6702467067264122	2.5352149452710746	-4.129181243942647	0.011448188468950456	0.9997997501473126	-4.474955469942044
SHANK2	0.9844745449766032	4.413725759501604	4.111927344572904	0.011626156121889036	0.9997997501473126	-4.380269526640866
PMEL	1.1543518473500758	5.5259943034328876	4.0857642117533866	0.011902272434065494	0.9997997501473126	-4.281382681436686
IVL	0.6656620725518209	7.373677079048761	4.01959188521106	0.01263578011402128	0.9997997501473126	-4.199409243556884
MAL	-1.6656488712543325	2.5576574531992367	-3.996840252591037	0.012900165904340009	0.9997997501473126	-4.495191450177019
STOM	-0.8524477125790165	5.152917139639059	-3.9857349007511633	0.013031573566785304	0.9997997501473126	-4.326611575757673
GNB3	0.8949603792538499	4.65458188521037	3.9586870339695746	0.013358258573135433	0.9997997501473126	-4.362146009665674
GAL	-7.187223561931656	1.0856610816730259	-3.9452147994686038	0.013524559275986692	0.9997997501473126	-4.5270295671320575
STEAP4	-1.5557721760032777	3.9423592208316096	-3.9399575126305075	0.01359011331341882	0.9997997501473126	-4.424375955123246
RNF144B	-0.8717462400368653	6.155179541003455	-3.9288264606365537	0.01373014283712359	0.9997997501473126	-4.250219883843229
LIPG	-2.15958096360711	3.146857115301504	-3.918610508564198	0.013860152197163765	0.9997997501473126	-4.43550440645673
TTYH1	1.1136808665064435	3.710831527433087	3.915701124845778	0.013897441165901322	0.9997997501473126	-4.441993861852163
PM20D1	-7.371279336359933	1.6985091628384452	-3.901508127787091	0.01408104565707868	0.9997997501473126	-4.5021253981969025
KRT14	-0.8230018833428446	12.185782495378845	-3.9015023252914354	0.014081121299361942	0.9997997501473126	-4.318127262571549
HID1	0.8907454139133097	4.655210023581097	3.9007599024349733	0.014090803577142595	0.9997997501473126	-4.3643139618671976
CPLX3	1.7090039201397211	1.7853271844425995	3.8861636293179522	0.014282754968739087	0.9997997501473126	-4.5219621072437
RAPGEF3	1.047694761963936	6.412913971067077	3.8787777922863174	0.014381051204360538	0.9997997501473126	-4.227315605752153
KRT19	1.0068444805199224	3.9574265144732435	3.8654478521670317	0.014560470135161941	0.9997997501473126	-4.417993018076593
ACTG1	-0.7780234680991668	8.474489407283759	-3.853535125009162	0.01472303647597151	0.9997997501473126	-4.219881480373688
KRT6A	-3.521839273647641	6.30548948919018	-3.851018518494324	0.014757650701819827	0.9997997501473126	-4.324379489507863
CASQ1	-2.0656715755158284	-0.05803276665793977	-3.850035333655052	0.01477119963641143	0.9997997501473126	-4.5522560651408215
SPRR5	-1.134551771393948	3.2800858088219016	-3.8462160641586736	0.014823970107206787	0.9997997501473126	-4.453694512562807
NFATC4	0.647629021233056	7.019930865639263	3.8374634256909443	0.014945739521486366	0.9997997501473126	-4.2091460468679
SYN2	-1.20996955997408	3.5305971850801208	-3.8314277085588366	0.01503039286868144	0.9997997501473126	-4.462151737403185
AIF1L	0.7631570101174076	5.527090896025637	3.8249438658684083	0.015121957579646655	0.9997997501473126	-4.286152781245084
SELE	-2.689938181104328	3.510097804464655	-3.822475737857594	0.015156983943254265	0.9997997501473126	-4.473186549723303
CBLN2	2.323233310021691	-1.0062545777162926	3.8186666924723354	0.015211226468778401	0.9997997501473126	-4.56132672007696
TF	-1.8347511028905454	3.055451256855398	-3.8089485118246027	0.015350650343209933	0.9997997501473126	-4.482562159325893
PDE5A	0.8172515811258595	4.867304102561752	3.8086565066727753	0.0153548627461503	0.9997997501473126	-4.3473172970032214
FOXI1	1.5558927502509183	2.4977003527520534	3.7969680949699325	0.01552459340389492	0.9997997501473126	-4.504642595716391
TRIM17	-0.9446558474892307	4.570513503838031	-3.7963286777208034	0.015533941717760482	0.9997997501473126	-4.382168234137295
CEMIP	0.9286437943848072	3.910175447410017	3.795564655129746	0.01554512040627411	0.9997997501473126	-4.390690233706769
PADI3	4.738316338906673	2.0972942576767912	3.7942602349148697	0.015564227606249623	0.9997997501473126	-4.5020162194062205
TRO	1.1999339932470907	4.082853245318285	3.7882157559403855	0.015653126827383058	0.9997997501473126	-4.413913289730883
CLEC2L	3.0008455995021395	-1.5866069759132198	3.779670032891342	0.015779828717843267	0.9997997501473126	-4.5656167790692015
PTX3	-2.180557268213955	1.9182874987829028	-3.776369272776105	0.015829087818443353	0.9997997501473126	-4.520571700651039
UAP1	-0.8321543362144673	5.605242114677326	-3.770678238260461	0.015914441308823205	0.9997997501473126	-4.296815794108444
HSPA12B	0.9184552194068684	5.399774998767784	3.7573901069819127	0.01611583915769384	0.9997997501473126	-4.302230310860642
MT-CO3	-0.8252622212822354	9.139788876048218	-3.751970554999221	0.016198833511710285	0.9997997501473126	-4.238446618571763
FOXE1	1.9852979240739426	0.6961608942451264	3.748240357249055	0.01625624762095643	0.9997997501473126	-4.543692474972332
TNFAIP2	-0.6373697334807428	7.671975968597668	-3.7395806610601987	0.016390454554209864	0.9997997501473126	-4.217165162937067
AOC1	-1.3936721912027383	2.1487660624966844	-3.7356038187721596	0.016452520760287324	0.9997997501473126	-4.510078751671436
SLC12A2	0.7695478568099154	6.5911679705146415	3.7258932142168697	0.016605230731422366	0.9997997501473126	-4.226062975917829
RARRES1	-2.8187334859892292	1.5727819981276445	-3.717850162866769	0.01673297141052789	0.9997997501473126	-4.515521637171254
OLFM4	-5.394611586813433	-0.20905059285887018	-3.7158775768533734	0.01676447529855724	0.9997997501473126	-4.552423589518381
CAPN8	1.9749735513122468	4.2124552123095365	3.715682397979756	0.016767596237044533	0.9997997501473126	-4.362979327572584
CEACAM6	-1.2429243335366955	2.6704863942022916	-3.7054178615314903	0.01693268794927596	0.9997997501473126	-4.489719817367737
ECH1	-0.6844222172269891	7.6801905155094605	-3.7032683408010714	0.016967500122037165	0.9997997501473126	-4.220011493392304
FADS2	-4.067688696625617	5.346644662966629	-3.672890800863071	0.01746851897748524	0.9997997501473126	-4.369880483427832
MYEOV	-0.7312690407626831	5.302647445109184	-3.670116722640731	0.017515126406546566	0.9997997501473126	-4.325265417120361
ATP1A4	-1.823904012699997	0.5511829808415654	-3.6698684065670846	0.017519305447691057	0.9997997501473126	-4.545958654961428
B3GAT1	2.0006355429957456	-0.2760077272208508	3.6672338228299872	0.017563715956977928	0.9997997501473126	-4.555147722965712
DUSP1	1.112024603158455	8.343260688909693	3.665745625406195	0.017588860166336675	0.9997997501473126	-4.228122110956978
BMP8A	2.5626035283903423	-1.3118599463628273	3.6646129813839883	0.01760802517919121	0.9997997501473126	-4.558566325742362
IL31RA	1.1773905407246223	2.9170243116509234	3.651877599924897	0.017825200760787717	0.9997997501473126	-4.4837303631192915
APOE	-0.6570148959687321	10.272149076965782	-3.645348245173269	0.01793775602464859	0.9997997501473126	-4.274914635313352
ZMAT1	-1.2076142278927577	3.9547203610398993	-3.644972024758463	0.01794426665299236	0.9997997501473126	-4.437063955862406
KITLG	1.1458282108469084	3.20312236720803	3.6416084985459256	0.01800259626540383	0.9997997501473126	-4.477888428744895
ARHGEF15	0.7758600843229553	4.8513607159453676	3.6320119967353284	0.018170235863107162	0.9997997501473126	-4.356787339155255
SLC47A2	0.7308762405978063	6.426614591983753	3.6301576832002524	0.018202837945539556	0.9997997501473126	-4.239337152294736
GLP1R	1.8872539353749225	2.0379476168167225	3.624498806471448	0.018302753246374943	0.9997997501473126	-4.520168630764175
SAMD11	1.543076778848555	1.7017671151339873	3.6187647659325886	0.01840464821947363	0.9997997501473126	-4.520079542122261
SMTNL2	1.7471736946778067	0.7171970137745018	3.618413320564514	0.018410914938768307	0.9997997501473126	-4.544189772969988
RNASE13	-2.3329862430266655	-1.503531904788411	-3.6099939809974257	0.018561788331254138	0.9997997501473126	-4.5666347845880635
RUNX1	-0.9795989684575326	7.191550735752282	-3.608467439452782	0.018589297756620524	0.9997997501473126	-4.231057528549154
MT-CO2	-0.6362593861397541	9.30853855425086	-3.6058820927716986	0.01863599605375084	0.9997997501473126	-4.251815215868103
BACH1	-0.6171193075644416	6.431293060289109	-3.5984431859990265	0.018771126819399103	0.9997997501473126	-4.248606161270582
TG	-1.2565714643384436	2.718995291947393	-3.597880406557319	0.01878139628981899	0.9997997501473126	-4.49973331780495
SLC9A4	-1.983165903220052	-0.48465343391048454	-3.575597180367812	0.01919332326937286	0.9997997501473126	-4.5556636087045685
CCR7	-1.7682055748081102	1.0118636203671454	-3.573937514014053	0.01922442242762797	0.9997997501473126	-4.540047530468361
ZNF189	-0.7256421639770736	5.239839296441943	-3.570611446424339	0.019286923663178523	0.9997997501473126	-4.33570618949774
S100A11	-0.8468135492709306	5.768845288978986	-3.569567938623416	0.019306581278776776	0.9997997501473126	-4.296713266805965
CD80	-2.159803347838577	0.4884699668781295	-3.568992534105147	0.01931743073101158	0.9997997501473126	-4.549243806617112
CLMP	-1.5588408160059266	4.874676142755014	-3.5633135925151875	0.01942489059623722	0.9997997501473126	-4.378818774592376
LCN2	-3.087688351724192	3.691586184558338	-3.557844431551778	0.019529038943796	0.9997997501473126	-4.42356704446826
PLEKHG4B	1.0380634298915907	3.3374563879635475	3.5553069094113314	0.019577581126358864	0.9997997501473126	-4.464244734870175
IGLC1	3.1454769745448905	-1.7983005144224415	3.5541774204466967	0.01959923311362313	0.9997997501473126	-4.5687575675093655
NELL1	-2.083703193612795	-0.8137046255794882	-3.544231611099967	0.01979109888973163	0.9997997501473126	-4.560761441956031
NPR2	0.8530993449959835	5.889827831705398	3.5431691086229673	0.019811724616778083	0.9997997501473126	-4.2759213187441905
SPOCD1	-1.9082147139753254	0.6070808486047363	-3.5424974629056973	0.019824775771013516	0.9997997501473126	-4.545916116068188
LYPD5	0.7068413134191077	5.456906519466852	3.538657003890798	0.019899594377221885	0.9997997501473126	-4.308357944321041
LRRC55	-2.3362921580985283	-1.7064215592584584	-3.537260683038583	0.01992687841773996	0.9997997501473126	-4.567572018058995
CCL2	-1.9542297058484484	4.252226240279105	-3.5310681640302257	0.020048405361491814	0.9997997501473126	-4.4365300211030245
KIF26B	-1.1207905041859523	3.6211880243352805	-3.528508578130324	0.02009888827267458	0.9997997501473126	-4.463528934238289
HK3	-1.045853901253718	3.7772070573348975	-3.5271389599149594	0.020125962048818988	0.9997997501473126	-4.452310441883302
CDSN	0.9032839251280458	6.676512029817849	3.519450133893255	0.020278739420839183	0.9997997501473126	-4.257807133705884
ST3GAL4	0.7321035870792081	5.255120882043707	3.516803767977859	0.02033163437276882	0.9997997501473126	-4.32701495976222
ESAM	0.8162508105041766	4.622658404671929	3.504510836253241	0.020579454662647746	0.9997997501473126	-4.382790607852824
AADACL3	-7.357687505564174	0.49059046982626886	-3.5034408973953193	0.020601189726294777	0.9997997501473126	-4.534990919635089
KRT71	10.36602061564488	0.40209537451896415	3.499733472887452	0.020676710056229904	0.9997997501473126	-4.550065032909686
VSIG10L	0.7728248103974446	4.939247379504178	3.4950429345977736	0.020772717733132	0.9997997501473126	-4.356016921580384
CEACAM5	-1.3532071485103894	1.917125002615124	-3.483260594300594	0.021016175628733164	0.9997997501473126	-4.520076448822025
ETS2	-0.7460779766933769	7.914457511074934	-3.4767419232802914	0.02115229365339743	0.9997997501473126	-4.238969588937851
MPP2	1.2876865241321687	2.3738635612288292	3.475793659201892	0.021172179754787898	0.9997997501473126	-4.513271209494477
IGKC	1.5915506896505622	3.8765438299924275	3.4749578574693287	0.02118972539917279	0.9997997501473126	-4.445093547372787
ATP8B2	0.8699305033955996	5.937148084787167	3.4653450041804708	0.02139274232611116	0.9997997501473126	-4.277761322781092
NDRG1	-0.6521351005352649	8.169912421723254	-3.460626329570478	0.021493223081216987	0.9997997501473126	-4.242257911528498
SCARF2	0.7443155057056671	5.039785705939433	3.460154983021896	0.021503290117516814	0.9997997501473126	-4.348953190977345
MAP3K12	0.8524115178821735	5.888868032801126	3.4365900467438717	0.02201363576884038	0.9997997501473126	-4.28415139757271
CHRD	1.1011940745047346	5.538604955512838	3.435791001450035	0.022031185415403207	0.9997997501473126	-4.313051566032859
HORMAD1	0.6537512968572041	5.444247036025134	3.4180688822033107	0.022424622409130773	0.9997997501473126	-4.31902757313623
MMP17	0.9774538758661743	4.946635633293761	3.4062446086797173	0.022691655786406723	0.9997997501473126	-4.361546318886712
FMO5	0.8154667794974543	5.268806223596353	3.402818778547405	0.022769710149229735	0.9997997501473126	-4.333850451294287
KRT40	5.6472508516784785	-0.3839489136102159	3.401857753485102	0.02279166205239174	0.9997997501473126	-4.557440240577237
SLC27A6	1.1217959844406304	3.2838810744418896	3.393012889878865	0.022994853286759185	0.9997997501473126	-4.47993623584213
HRC	1.5610606087911987	1.3507452782756593	3.392813514324547	0.0229994576235866	0.9997997501473126	-4.536805426084961
CYP24A1	-1.463520211572789	0.904974203143568	-3.390942152528248	0.023042726541759175	0.9997997501473126	-4.534698830368139
SLC2A4	0.9523090643020349	3.6566046812819373	3.386955164450423	0.023135226933434633	0.9997997501473126	-4.459674552668877
PEAR1	0.8255626670450337	4.695884658099766	3.3864251336430153	0.023147556302677508	0.9997997501473126	-4.382451809281275
TBX2	1.1989801415035193	4.084424937712869	3.384264187367931	0.023197902196404732	0.9997997501473126	-4.423206497107467
S100A7A	-7.3325722610554385	0.4024038169988686	-3.3841805895994077	0.0231998524096629	0.9997997501473126	-4.550553919932666
UBE2V1	-0.6326626969354568	5.681416775620582	-3.3812136958412258	0.02326918876449902	0.9997997501473126	-4.309244218522172
CLU	-1.0451868609431014	5.829246000085486	-3.3794203201780935	0.023311216319315948	0.9997997501473126	-4.314231911876814
INPP4B	-1.487320838710944	3.028346328909703	-3.375100347242452	0.023412815700365755	0.9997997501473126	-4.495387817899152
CISH	-0.7948961467750706	5.680888626888537	-3.3685572927047334	0.02356767640850868	0.9997997501473126	-4.316238879780835
FABP7	-3.114353317694379	1.6664920814043698	-3.3674619357790276	0.023593716952865357	0.9997997501473126	-4.522742142837178
C15orf48	-1.3085921964391078	4.179542679830688	-3.3611603390994502	0.023744176807932806	0.9997997501473126	-4.431875403915457
PON3	-1.1170128217292674	4.260651527043389	-3.360718210431269	0.023754774894023237	0.9997997501473126	-4.423785022768944
PNLDC1	-3.7633639136090857	1.762945043019145	-3.3602223189734035	0.02376666821887529	0.9997997501473126	-4.522026839387559
MOCS1	-0.7698346746371022	4.576880900782765	-3.357292902612783	0.02383706726560985	0.9997997501473126	-4.396430942752671
CYP1A1	-1.6149771866411466	0.7444966510720888	-3.3567724255617772	0.02384960047384647	0.9997997501473126	-4.546949910246182
RFLNB	1.1584671187386535	3.272881665633892	3.3533581752251815	0.023932005708875853	0.9997997501473126	-4.476654789792817
HTR3A	-2.282557468704573	-0.9779292110664796	-3.336912735306719	0.02433357029283913	0.9997997501473126	-4.564690521495924
SERPINB1	-1.309247878243841	5.753386946264716	-3.3323370776469026	0.024446680513050146	0.9997997501473126	-4.324366301759048
CCKAR	3.180668501505394	-3.26924932199459	3.329278466701685	0.024522628325885067	0.9997997501473126	-4.574733798330045
CELF4	-2.0956508881108777	-1.1204655677997637	-3.32821285089185	0.024549152479133786	0.9997997501473126	-4.565602766690418
C14orf180	1.7056332090570718	0.7241243796098704	3.3193783318667567	0.024770333419537837	0.9997997501473126	-4.547360015979616
CRISPLD2	-0.6332394057226631	6.041281682109522	-3.3128559951192975	0.0249351048514357	0.9997997501473126	-4.298169447526481
FRZB	0.8825187928791441	3.8284777007246884	3.309104438070084	0.025030452655803	0.9997997501473126	-4.447487648336932
TSPAN6	-1.2739406053150377	3.5144211590447085	-3.3076547406652503	0.025067410262958483	0.9997997501473126	-4.472257856169428
PDE9A	0.96945493078976	4.272583199713656	3.2917259279877724	0.025477667343117686	0.9997997501473126	-4.4215221464990595
LCE1A	0.7669120398530168	4.3429469154270315	3.2859503735211835	0.025628331974229573	0.9997997501473126	-4.408490895728366
KRTAP10-1	3.8569352242239	-1.1748558281398302	3.2828221685576566	0.02571036553759744	0.9997997501473126	-4.564908610517127
PDPN	-1.0250310124595037	3.856784487998775	-3.2779766915874644	0.025838031661671212	0.9997997501473126	-4.454366011990675
NGF	-1.672748728324067	0.23414882363289796	-3.2767164743959443	0.02587135500253285	0.9997997501473126	-4.552063124199822
GRB14	1.0224622047014957	3.1845555096536198	3.2762224358756793	0.025884432166092142	0.9997997501473126	-4.486607313161353
SRMS	1.5785141252278276	1.5185241956182924	3.2691833341324266	0.026071587752369466	0.9997997501473126	-4.521568331686811
KRT86	5.700048180116857	-0.7851073631197116	3.257322929896203	0.02639047509063609	0.9997997501473126	-4.562116923766931
OR7C1	-1.9169477626926454	-0.8279327312574893	-3.2545221683270986	0.02646643356966276	0.9997997501473126	-4.563666992917189
RGS7	2.06058048270051	0.014800863280932719	3.2274109000133553	0.027214886748932444	0.9997997501473126	-4.5558519700068265
SPATA22	-2.3652337535718955	-0.13497785000079643	-3.2209753923228814	0.027396114342787502	0.9997997501473126	-4.559099561926069
MOGAT1	-4.516023187771639	0.48377768932299636	-3.2187925239658575	0.02745790064093912	0.9997997501473126	-4.54927014838607
NPY1R	0.7310819549791346	4.816086600683616	3.216400466492049	0.027525792453398153	0.9997997501473126	-4.381292628217137
FCHSD1	0.663930708901228	5.994574003799657	3.2063889314844505	0.027812047474693194	0.9997997501473126	-4.296755090625995
IGHG1	2.581287576254013	2.555181539283472	3.2016280943099997	0.027949373427657406	0.9997997501473126	-4.502636467316616
SOCS1	-0.7679740978532771	4.439548771150812	-3.200653372548938	0.027977585374846365	0.9997997501473126	-4.418628644651885
FOXO6	0.794176201429685	4.443373276372018	3.195429902379384	0.028129331024782024	0.9997997501473126	-4.412057096871327
TSHR	2.0311019280541793	-0.2510373725948118	3.1894801197424627	0.028303331902788307	0.9997997501473126	-4.55884151626538
CHRDL2	1.9463980356487536	-2.446748490121809	3.1879206442751067	0.028349143280731823	0.9997997501473126	-4.566128082141177
CALHM5	-1.6676225217733305	1.0535826578833685	-3.186180667869257	0.028400357817093512	0.9997997501473126	-4.533912555540957
GRIA2	0.9216940317366225	3.530057546386864	3.182241094208271	0.02851670925057323	0.9997997501473126	-4.472835412111062
INSYN2A	2.093190668551179	-1.6650490517329657	3.1801158636895495	0.02857970350551755	0.9997997501473126	-4.56862518779418
CXCL1	-2.601516297980264	1.3694159369676977	-3.1770980824577197	0.02866942921509831	0.9997997501473126	-4.5376727197041395
OSR1	0.8430250946933732	4.300807304866242	3.1766300332850776	0.02868337441846697	0.9997997501473126	-4.423689086729571
HAO2	-3.0259507823036267	1.017500951096259	-3.1744988536437773	0.028746970169885	0.9997997501473126	-4.542824531985053
KRT72	0.975824025428414	4.8621538722823585	3.169447753225628	0.0288983469067764	0.9997997501473126	-4.3812268797903355
CHGA	2.242831291573751	-1.2308261315322737	3.162143287072093	0.029118878984482816	0.9997997501473126	-4.555283230663559
RIPK4	-0.5999081043532876	5.954503188664253	-3.1588130894522104	0.029220064036014928	0.9997997501473126	-4.308715651177137
LCNL1	1.2925993249314176	3.368497552548429	3.1542393332872387	0.029359692918341822	0.9997997501473126	-4.481595785385173
AWAT2	-6.463062978810331	0.25962883435349937	-3.1502980015278017	0.029480630351969826	0.9997997501473126	-4.549859812669045
PTGES	-0.6157088248699598	5.7444159885315536	-3.149408837548846	0.029507992904569978	0.9997997501473126	-4.323318846757587
FST	-0.7096342565161787	4.932903195239611	-3.148200446937982	0.029545225921949962	0.9997997501473126	-4.384482929677602
BARX2	0.5397434153354845	6.394501600145155	3.1460276263381206	0.02961231090845019	0.9997997501473126	-4.279978718641349
